,maximum,minimum
12DAG3Ps_PA,0.162636,0.162636
13DAMPPOX,-0.0,0.0
1HPHEs,0.0,0.0
1PYRRD,0.173851,0.0
24DAB4AT_b,1.673245,0.0
24DAB4AT_f,1.673245,0.0
25DOPs,-0.0,0.0
2AEPPNAT_b,4.732341,0.0
2AEPPNAT_f,4.732341,0.0
2DGLCNDH_10,0.0,0.0
2DGLCNDH_11,0.0,0.0
2DGLCNDH_8,0.0,0.0
2DGLCNDH_9,0.0,0.0
2DGLCNRy2i,0.0,0.0
2DHGLCNti,0.0,0.0
2HDDACPs_14,0.00611,0.0
2HDDACPs_15,0.00611,0.0
2HMYRSACPs_16,0.0,0.0
2HMYRSACPs_17,0.0,0.0
2MBDT,-0.0,0.0
2NPDO_b,32.104016,0.0
2NPDO_f,32.104016,0.0
3ABUTabc,0.0,0.0
3AMPADH,-0.0,0.0
3DMUBQ9MT_b,70.159243,0.0
3DMUBQ9MT_f,70.159243,0.0
3H3H,0.0,0.0
3HBUTDH_b,13.661133,0.0
3HBUTDH_f,13.661133,0.0
3MBT,-0.0,0.0
3OCHLA,0.0,0.0
3OXACOA,-0.0,0.0
4ABUTNC,0.173851,0.0
4AHD2_b,18.888953,0.0
4AHD2_f,18.888953,0.0
4AHD_b,18.888953,0.0
4AHD_f,18.888953,0.0
4HBZt_b,2.91781,0.0
4HBZt_f,2.91781,0.0
4HPHAC3MO_b,6.111831,0.0
4HPHAC3MO_f,6.111831,0.0
4HTHRS,0.0,0.0
5CM2HMSDH_b,5.068308,0.0
5CM2HMSDH_f,5.068308,0.0
5MPCAs,0.0,0.0
5MTAti,-0.0,0.0
A5PISO_b,139.395101,0.0
A5PISO_f,139.40732,0.012219
ABTA,0.173851,0.173851
ABTNabc,-0.0,0.0
ABUTD_46,0.173851,0.0
ABUTD_47,0.173851,0.0
ACAC,-0.0,0.0
ACACT1,32.345921,0.0
ACACT10rr_b,25.886401,0.0
ACACT10rr_f,25.886401,0.0
ACACT1r_b,32.345921,0.0
ACACT1r_f,32.345921,0.0
ACCOACr_b,206.35921,0.0
ACCOACr_f,207.756557,1.397347
ACGK,0.561553,0.408801
ACGS,-0.0,0.0
ACHBS,0.200761,0.200761
ACKr_b_60,124.217032,0.0
ACKr_b_62,97.898889,0.0
ACKr_f_59,124.217032,0.0
ACKr_f_61,97.898889,0.0
ACLS,0.60378,0.60378
ACMAT1_64,-0.0,0.0
ACMAT1_65,-0.0,0.0
ACMAT1_66,-0.0,0.0
ACOAD10_b,3.846047,0.0
ACOAD10_f,3.846047,0.0
ACOAD1_b,1000.0,0.0
ACOAD1_f,1000.0,0.0
ACOAD20,1.923023,0.0
ACOAD8,-0.0,0.0
ACODA,-0.0,0.0
ACONT_b_73,299.191349,0.0
ACONT_b_75,4359.746366,0.0
ACONT_f_72,299.191349,0.0
ACONT_f_74,4359.746366,0.0
ACOTA_b,150.788228,0.408801
ACOTA_f,150.379427,0.0
ACPS1,0.0,0.0
ACS_79,-0.0,0.0
ACS_80,-0.0,0.0
ACS_81,-0.0,0.0
ACt6_b,948.754853,0.0
ACt6_f,1000.0,51.245147
ADA,-0.0,0.0
ADCL,0.03637,0.03637
ADCOBASr_b_85,12.815221,0.0
ADCOBASr_b_87,18.649387,0.0
ADCOBASr_f_84,12.815221,0.0
ADCOBASr_f_86,18.649387,0.0
ADCOBHEXS,0.0,0.0
ADCS,0.03637,0.03637
ADD,-0.0,0.0
ADICs_91,-0.0,0.0
ADICs_92,-0.0,0.0
ADK1_b,427.644704,0.0
ADK1_f,427.644704,0.0
ADK3_b,427.644704,0.0
ADK3_f,427.644704,0.0
ADK4_b,427.644704,0.0
ADK4_f,427.644704,0.0
ADMDC_b,76.823352,0.0
ADMDC_f,76.828443,0.005091
ADNCYC_101,0.0,0.0
ADNCYC_102,0.0,0.0
ADNCYC_103,0.0,0.0
ADNK1,-0.0,0.0
ADPT,0.005091,0.005091
ADSK,0.169524,0.169524
ADSL1r_b_108,106.355327,0.0
ADSL1r_b_110,11.685201,0.0
ADSL1r_b_112,9.932316,0.0
ADSL1r_f_107,106.355327,0.0
ADSL1r_f_109,11.685201,0.0
ADSL1r_f_111,9.932316,0.0
ADSL2r_b,106.007652,0.0
ADSL2r_f,106.355327,0.347675
ADSS_i,0.210598,0.210598
AGDC,0.0,0.0
AGMHE,0.012219,0.012219
AGMTNDMN,0.2044,0.2044
AGMT_118,-0.0,0.0
AGMT_119,-0.0,0.0
AGPR_b,97.745929,0.408801
AGPR_f,97.337128,0.0
AHAI,0.60378,0.60378
AHC_b,337.113712,0.0
AHC_f,337.113712,0.0
AHMMPS,0.0,0.0
AHSERL,0.0,0.0
AICART_b,158.441757,0.0
AICART_f,158.854898,0.413141
AIRC1,-0.0,0.0
AIRC3_b,46.26296,0.0
AIRC3_f,46.26296,0.0
AIRCr_b_134,76.130401,0.0
AIRCr_b_136,46.26296,0.0
AIRCr_f_133,76.130401,0.0
AIRCr_f_135,46.26296,0.0
AKGD,32.341963,32.341963
AKGt2,6.953077,0.0
AKGt6_b,23.717867,0.0
AKGt6_f,23.717867,0.0
AKP1,0.03637,0.03637
ALAALA_b,111.956572,0.0
ALAALA_f,111.976648,0.020076
ALAR_b,45.93055,0.0
ALAR_f,45.93055,0.0
ALARi,5.805812,0.0
ALATA_G2_147,1.916762,0.0
ALATA_G2_148,1.525385,0.0
ALATA_L2_151,1.916762,0.0
ALATA_L2_152,68.400513,0.0
ALATA_L2_153,1.525385,0.0
ALATA_L_b,77.507329,44.403686
ALATA_L_f,33.103643,0.0
ALATRS_b,354.710417,0.0
ALATRS_f,354.710417,0.0
ALA_Dt6_b,73.349934,0.0
ALA_Dt6_f,73.349934,0.0
ALAabc,-0.0,0.0
ALAt7_b_160,9.033048,0.0
ALAt7_b_162,137.341104,0.0
ALAt7_b_164,25.155011,0.0
ALAt7_f_159,9.033048,0.0
ALAt7_f_161,137.341104,0.0
ALAt7_f_163,25.155011,0.0
ALCD19_b,102.907198,0.0
ALCD19_f,102.907198,0.0
ALCDUBQ8_b_168,512.412167,0.0
ALCDUBQ8_b_170,1.456576,0.0
ALCDUBQ8_f_167,512.412167,0.0
ALCDUBQ8_f_169,1.456576,0.0
ALDD1x,0.0,0.0
ALDD2x_172,-0.0,0.0
ALDD2x_173,-0.0,0.0
ALDD2x_174,-0.0,0.0
ALDD2x_175,-0.0,0.0
ALGD_b,3.956164,0.0
ALGD_f,3.956164,0.0
ALGE,-0.0,0.0
ALGLi,-0.0,0.0
ALGNA,-0.0,0.0
ALGNE,-0.0,0.0
ALLTAH,-0.0,0.0
ALLTN,-0.0,-0.0
ALLTNt6_b_184,18.395062,0.0
ALLTNt6_b_186,2.416836,0.0
ALLTNt6_b_188,22.219096,0.0
ALLTNt6_b_190,5.208747,0.0
ALLTNt6_b_192,4.385178,0.0
ALLTNt6_b_194,6.393354,0.0
ALLTNt6_f_183,18.395062,0.0
ALLTNt6_f_185,2.416836,0.0
ALLTNt6_f_187,22.219096,0.0
ALLTNt6_f_189,5.208747,0.0
ALLTNt6_f_191,4.385178,0.0
ALLTNt6_f_193,6.393354,0.0
AMAA,0.0,0.0
AMAOT_b,98.790737,0.0
AMAOT_f,98.790737,0.0
AMMQT8_2,0.0,0.0
AMPN,-0.0,0.0
ANO2i,-0.0,0.0
ANPRT,0.039279,0.039279
ANS1_202,0.039279,0.0
ANS1_203,0.039279,0.0
AOXS_b,32.968585,0.0
AOXS_f,32.968585,0.0
AP4AHr_b,60.09748,0.0
AP4AHr_f,60.09748,0.0
APRAUR,3.6e-05,3.6e-05
ARGAGMt_b,64.667695,0.0
ARGAGMt_f,64.667695,0.0
ARGDC_211,0.2044,0.0
ARGDC_212,0.2044,0.0
ARGDC_213,0.2044,0.0
ARGDE_b,290.512644,0.408801
ARGDE_f,290.103843,0.0
ARGN_216,-0.0,0.0
ARGN_217,-0.0,0.0
ARGN_218,-0.0,0.0
ARGORNt3_b,100.403565,0.0
ARGORNt3_f,100.403565,0.0
ARGSL_b,135.193901,0.0
ARGSL_f,135.193901,0.0
ARGSS,-0.0,0.0
ARGTRS,-0.0,0.0
ARGabc_225,0.0,0.0
ARGabc_226,0.0,0.0
ARGabc_227,0.0,0.0
ARSNR_b,45.476816,0.0
ARSNR_f,45.476816,0.0
ASAD_b_231,31.768141,0.0
ASAD_b_233,191.252322,0.0
ASAD_f_230,31.768141,0.0
ASAD_f_232,191.252322,0.0
ASCt2_234,0.0,0.0
ASCt2_235,0.0,0.0
ASCt2_236,0.0,0.0
ASCt2_237,0.0,0.0
ASCt2_238,0.0,0.0
ASCt2_239,0.0,0.0
ASCt2_240,0.0,0.0
ASCt2_241,0.0,0.0
ASCt2_242,0.0,0.0
ASCt2_243,0.0,0.0
ASCt2_244,0.0,0.0
ASNN_245,-0.0,0.0
ASNN_246,-0.0,0.0
ASNS1_247,0.166571,0.0
ASNS1_248,0.166571,0.0
ASNS1_249,0.166571,0.0
ASNabc,0.0,0.0
ASP1DC,4.1e-05,4.1e-05
ASPCT,0.229202,0.229202
ASPK_b,381.066351,0.0
ASPK_f,381.805821,0.73947
ASPO6,0.001984,0.001984
ASPO8,-0.0,0.0
ASPT,-0.0,0.0
ASPTA1_b,21.739767,1.862114
ASPTA1_f,19.877653,0.0
ASPTRS,-0.0,0.0
ASPabc_261,-0.0,0.0
ASPabc_262,-0.0,0.0
ASPabc_263,-0.0,0.0
ASPt6_b,106.631912,0.0
ASPt6_f,106.631912,0.0
ATPM,3.96,3.96
ATPPRT,0.065466,0.065466
ATPS4r_b_268,76.610882,0.0
ATPS4r_b_270,2.817447,0.0
ATPS4r_b_272,69.8798,0.0
ATPS4r_f_267,79.612167,3.001285
ATPS4r_f_269,2.817447,0.0
ATPS4r_f_271,69.8798,0.0
BADH_273,0.0,0.0
BADH_274,0.0,0.0
BADH_275,0.0,0.0
BADH_276,0.0,0.0
BADH_277,0.0,0.0
BADH_278,0.0,0.0
BADH_279,0.0,0.0
BADH_280,0.0,0.0
BADH_281,0.0,0.0
BADH_282,0.0,0.0
BADH_283,0.0,0.0
BALAAT_b,10.718732,0.0
BALAAT_f,10.718732,0.0
BENA,0.0,0.0
BENZ_b,3.56765,0.0
BENZ_f,3.56765,0.0
BLACT_b,16.183711,0.0
BLACT_f,16.183711,0.0
BPNT,0.169524,0.169524
BTDD__RR_b,5.669065,0.0
BTDD__RR_f,5.669065,0.0
BTDt6__RR_b,1000.0,0.0
BTDt6__RR_f,1000.0,0.0
BTMAT1,0.199294,0.199294
BTNC,-0.0,0.0
