,maximum,minimum
15DAPt,965.264674,0.0
1P4H2CBXLAH,0.0,0.0
1PPDCRx,1000.0,-1000.0
1PPDCRy,1000.0,-1000.0
23DHMPO,1000.0,-1000.0
25DOPOX,0.0,0.0
25K5O2AI,0.0,0.0
2AHBUTI,1000.0,-1000.0
2HYOXPLACt2r,0.0,-28.812817
2MBCOATA,10.366081,10.366081
2MEBCOADH,-798.310278,-1000.0
2MECOAOX,989.633919,-798.204803
2OMMBOX,0.376815,0.376815
2OMPHH,0.376815,0.376815
2S6HCC,0.753629,0.753629
33HPHACt2r,980.302999,0.0
34DCCBR,0.0,0.0
34DHPHAt2r,28.269613,-980.302999
34HPPOR,27.58011,0.0
3CARLPDH,0.0,0.0
3HACPR1,0.0,0.0
3HACPR2,0.0,0.0
3HAD100,0.0,0.0
3HAD10M11,0.0,0.0
3HAD10M12,10.366081,10.366081
3HAD11M12,10.366081,10.366081
3HAD120,0.0,0.0
3HAD12M13,0.0,0.0
3HAD12M14,10.366081,10.366081
3HAD13M14,10.366081,10.366081
3HAD140,0.0,0.0
3HAD14M15,0.0,0.0
3HAD14M16,10.366081,10.366081
3HAD15M16,10.366081,10.366081
3HAD160,0.0,0.0
3HAD180,0.0,0.0
3HAD40,0.0,0.0
3HAD4M5,0.0,0.0
3HAD4M6,10.366081,10.366081
3HAD5M6,10.366081,10.366081
3HAD60,0.0,0.0
3HAD6M7,0.0,0.0
3HAD6M8,10.366081,10.366081
3HAD7M8,10.366081,10.366081
3HAD80,0.0,0.0
3HAD8M10,10.366081,10.366081
3HAD8M9,0.0,0.0
3HAD9M10,10.366081,10.366081
3HBCOAE,0.0,0.0
3HBCOAHL,26.506975,0.0
3HPHACOX,980.302999,0.0
3MEBCOADH,1000.0,-172.264968
3MOBDC2,26.506975,0.0
3MOBS,0.0,0.0
3MOPDC2,1000.0,0.0
3OAACPR1,0.0,0.0
3OAACPR2,0.0,0.0
3OAR100,0.0,0.0
3OAR10M11,0.0,0.0
3OAR10M12,10.366081,10.366081
3OAR11M12,10.366081,10.366081
3OAR120,0.0,0.0
3OAR12M13,0.0,0.0
3OAR12M14,10.366081,10.366081
3OAR13M14,10.366081,10.366081
3OAR140,12.174401,12.174401
3OAR14M15,0.0,0.0
3OAR14M16,10.366081,10.366081
3OAR15M16,10.366081,10.366081
3OAR160,0.0,0.0
3OAR180,0.0,0.0
3OAR40,0.0,0.0
3OAR4M5,0.0,0.0
3OAR4M6,10.366081,10.366081
3OAR5M6,10.366081,10.366081
3OAR60,0.0,0.0
3OAR6M7,0.0,0.0
3OAR6M8,10.366081,10.366081
3OAR7M8,10.366081,10.366081
3OAR80,0.0,0.0
3OAR8M10,10.366081,10.366081
3OAR8M9,0.0,0.0
3OAR9M10,10.366081,10.366081
3OAS100,0.0,0.0
3OAS10M11,0.0,0.0
3OAS10M12,10.366081,10.366081
3OAS11M12,10.366081,10.366081
3OAS120,0.0,0.0
3OAS12M13,0.0,0.0
3OAS12M14,10.366081,10.366081
3OAS13M14,10.366081,10.366081
3OAS140,12.174401,12.174401
3OAS160,0.0,0.0
3OAS180,0.0,0.0
3OAS2M3,0.0,0.0
3OAS3M4,10.366081,10.366081
3OAS4M3O6,10.366081,10.366081
3OAS4M5,0.0,0.0
3OAS4M6,10.366081,10.366081
3OAS5M6,10.366081,10.366081
3OAS60,0.0,0.0
3OAS6M7,0.0,0.0
3OAS6M8,10.366081,10.366081
3OAS7M8,10.366081,10.366081
3OAS80,0.0,0.0
3OAS8M10,10.366081,10.366081
3OAS8M9,0.0,0.0
3OAS9M10,10.366081,10.366081
4C2HM6SADH,28.269613,0.0
4HP34DHPD,980.302999,0.0
4HPROI,0.0,0.0
4HPROOX,0.0,0.0
4HTHRS,0.0,0.0
4MOPDC2,0.0,0.0
