,maximum,minimum
12DAG3Ps_PA,4.481216,4.481216
13DAMPPOX,-0.0,0.0
1HPHEs,0.0,0.0
1PYRRD,-0.0,0.0
24DAB4AT,0.0,0.0
25DOPs,-0.0,-0.0
2AEPPNAT,0.0,0.0
2DGLCNDH,0.0,0.0
2DGLCNRy2i,0.0,0.0
2DHGLCNti,0.0,0.0
2HDDACPs,0.168341,0.0
2HMYRSACPs,0.0,0.0
2MBDT,0.0,0.0
2NPDO,0.0,0.0
3ABUTabc,0.0,0.0
3AMPADH,0.0,0.0
3DMUBQ9MT,0.0,0.0
3H3H,0.0,0.0
3HBUTDH,0.0,0.0
3MBT,-0.0,0.0
3OCHLA,0.0,0.0
3OXACOA,-0.0,0.0
4ABUTNC,-0.0,0.0
4AHD,0.0,0.0
4AHD2,-0.0,0.0
4HBZt,0.0,0.0
4HPHAC3MO,0.0,0.0
4HTHRS,0.0,0.0
5CM2HMSDH,0.0,0.0
5MPCAs,-0.0,0.0
5MTAti,-0.0,0.0
A5PISO,0.336683,0.336683
ABTA,-0.0,0.0
ABTNabc,-0.0,0.0
ABUTD,-0.0,0.0
ACAC,0.0,0.0
ACACT1,1000.0,0.0
ACACT10rr,0.0,0.0
ACACT1r,0.0,-1000.0
ACCOACr,38.501928,38.501928
ACGK,10.682598,6.473715
ACGS,-0.0,0.0
ACHBS,5.531696,5.531696
ACKr,-100.026441,-103.81331
ACLS,16.636308,16.636308
ACMAT1,-0.0,0.0
ACOAD1,-0.0,-0.0
ACOAD10,0.0,0.0
ACOAD20,0.0,0.0
ACOAD8,-0.0,0.0
ACODA,-0.0,0.0
ACONT,22.259249,22.259249
ACOTA,-6.473715,-10.682598
ACPS1,0.0,0.0
ACS,-0.0,0.0
ACt6,-104.149993,-104.149993
ADA,-0.0,0.0
ADCL,1.002119,1.002119
ADCOBASr,0.0,0.0
ADCOBHEXS,0.0,0.0
ADCS,1.002119,1.002119
ADD,0.140284,0.0
ADICs,-0.0,0.0
ADK1,1000.0,-938.86576
ADK3,984.454559,-954.411201
ADK4,0.0,0.0
ADMDC,0.140284,0.140284
ADNCYC,0.0,0.0
ADNK1,-0.0,0.0
ADPT,0.140284,0.0
ADSK,4.671,4.671
ADSL1r,5.943022,5.802737
ADSL2r,9.579706,9.579706
ADSS_i,5.943022,5.802737
AGDC,0.0,0.0
AGMHE,0.336683,0.336683
AGMT,-0.0,0.0
AGMTNDMN,0.84175,0.84175
AGPR,-6.473715,-10.682598
AHAI,16.636308,16.636308
AHC,-0.0,-0.0
AHMMPS,0.0,0.0
AHSERL,0.0,0.0
AICART,11.383516,11.383516
AIRC1,-0.0,0.0
AIRC3,0.0,0.0
AIRCr,9.579706,9.579706
AKGD,-0.0,0.0
AKGt2,1000.0,0.0
AKGt6,0.0,-1000.0
AKP1,1.002119,1.002119
ALAALA,0.553165,0.553165
ALAR,1.10633,-998.89367
ALARi,1000.0,0.0
ALATA_G2,-0.0,0.0
ALATA_L,-11.608519,-11.608519
ALATA_L2,-0.0,0.0
ALATRS,0.0,0.0
ALA_Dt6,0.0,0.0
ALAabc,-0.0,0.0
ALAt7,-0.0,0.0
ALCD19,0.0,0.0
ALCDUBQ8,0.0,0.0
ALDD1x,0.0,0.0
ALDD2x,-0.0,0.0
ALGD,-0.0,0.0
ALGE,-0.0,0.0
ALGLi,-0.0,0.0
ALGNA,-0.0,0.0
ALGNE,-0.0,0.0
ALLTAH,-0.0,0.0
ALLTN,-0.0,0.0
ALLTNt6,-0.0,0.0
AMAA,0.0,0.0
AMAOT,0.0,0.0
AMMQT8_2,0.0,0.0
AMPN,-0.0,0.0
ANO2i,-0.0,0.0
ANPRT,1.082282,1.082282
ANS1,1.082282,1.082282
AOXS,0.0,0.0
AP4AHr,0.0,0.0
APRAUR,0.000986,0.000986
ARGAGMt,0.0,0.0
ARGDC,0.84175,0.84175
ARGDE,-1.543216,-1.683501
ARGN,-0.0,0.0
ARGORNt3,0.0,0.0
ARGSL,4.930499,4.790215
ARGSS,4.930499,4.790215
ARGTRS,-0.0,0.0
ARGabc,0.0,0.0
ARSNR,0.0,0.0
ASAD,-20.375057,-20.375057
ASCt2,0.0,0.0
ASNN,-0.0,0.0
ASNS1,4.589633,4.589633
ASNabc,0.0,-0.0
ASP1DC,0.001139,0.001139
ASPCT,6.315339,6.315339
ASPK,20.375057,20.375057
ASPO6,-0.0,0.0
ASPO8,0.054668,0.054668
ASPT,943.901872,0.0
ASPTA1,-56.098128,-1000.0
ASPTRS,-0.0,0.0
ASPabc,-0.0,0.0
ASPt6,0.0,-0.0
ATPM,3.96,3.96
ATPPRT,1.80381,1.80381
ATPS4r,980.589795,980.589795
BADH,-0.0,0.0
BALAAT,0.0,-0.0
BENA,0.0,0.0
BENZ,0.0,0.0
BLACT,0.0,0.0
BPNT,4.671,4.671
BTDD__RR,0.0,0.0
BTDt6__RR,0.0,0.0
BTMAT1,5.491264,5.491264
BTNC,0.0,0.0
BTNL1,0.0,0.0
BTSr,0.0,0.0
BUTSabc,0.0,0.0
C4HLA,0.0,0.0
CA2abc,2.2e-05,2.2e-05
CA2t,2.2e-05,2.2e-05
CAT,-0.0,-0.0
CATA,0.0,0.0
CATB,0.0,0.0
CATC,0.0,0.0
CBIAT,0.0,0.0
CBMK2,12.957396,12.957396
CBMLPTAH,0.84175,0.84175
CBPS,-0.0,0.0
CD2t,0.0,0.0
CDGPTr_PA,-0.0,0.0
CDPDSPr_PA,1.64377,1.64377
CDPMEK,0.0,0.0
CHLabc,0.0,0.0
CHLt2,0.0,0.0
CHOLD2,0.0,0.0
CHORM,6.152999,6.152999
CHORS,8.2374,8.2374
CHRPL,-0.0,0.0
CITt10,1000.0,0.0
CITt6,0.0,-1000.0
CLPNS2_PA,-0.491707,-0.491707
CLPNS_PA,0.596838,0.596838
CO2t,-177.43674,-177.43674
COBALTt,-0.0,0.0
COBALTt5,1000.0,-0.0
COBALTt5i,1000.0,0.0
CPPPGO,2.2e-05,2.2e-05
CPPPGOAN,-0.0,0.0
CRNabc,0.0,0.0
CS,22.259249,22.259249
CSND,0.0,-0.0
CSNt2,0.0,-0.0
CTPS2,3.034414,3.034414
CVXCXPPM,0.0,0.0
CYCPO,-0.0,0.0
CYNTAH,0.0,0.0
CYOO3_2,689.499443,689.499443
CYRUBQ8,689.499443,689.499443
CYSS,-0.0,0.0
CYSTGL,5.531696,1.744827
CYSTLr,-1.744827,-1.744827
CYSTRS,0.0,0.0
CYSTS,-0.0,0.0
CYSTabc,-0.0,0.0
CYSabc,0.0,0.0
CYTBO3,-0.0,0.0
CYTK1,2.57843,2.57843
CYTK2,0.0,0.0
Clt,2.2e-05,2.2e-05
Clt2,-2.2e-05,-2.2e-05
Cut1,0.0,0.0
DAAD,-0.0,0.0
DADA,0.0,0.0
DADK,0.0,0.0
DAD__5t,-0.0,0.0
DAGK,0.0,0.0
DAHPS,8.2374,8.2374
DAMOX_ALA,-0.0,0.0
DAMVALs,-0.0,0.0
DAPDC,6.533815,6.533815
