,maximum,minimum
12DAG3Ps_PA,0.343101,0.343101
13DAMPPOX,-0.0,0.0
1HPHEs,0.0,0.0
1PYRRD,0.0,0.0
24DAB4AT_b,1.673245,0.0
24DAB4AT_f,1.673245,0.0
25DOPs,-0.0,0.0
2AEPPNAT_b,4.732341,0.0
2AEPPNAT_f,4.732341,0.0
2DGLCNDH_10,0.0,0.0
2DGLCNDH_11,0.0,0.0
2DGLCNDH_8,0.0,0.0
2DGLCNDH_9,0.0,0.0
2DGLCNRy2i,-0.0,0.0
2DHGLCNti,-0.0,0.0
2HDDACPs_14,0.012889,0.0
2HDDACPs_15,0.012889,0.0
2HMYRSACPs_16,0.0,0.0
2HMYRSACPs_17,0.0,0.0
2MBDT,0.0,0.0
2NPDO_b,32.104016,0.0
2NPDO_f,32.104016,0.0
3ABUTabc,0.0,0.0
3AMPADH,0.0,0.0
3DMUBQ9MT_b,70.159243,0.0
3DMUBQ9MT_f,70.159243,0.0
3H3H,0.0,0.0
3HBUTDH_b,13.661133,0.0
3HBUTDH_f,13.661133,0.0
3MBT,0.0,0.0
3OCHLA,0.0,0.0
3OXACOA,0.0,0.0
4ABUTNC,-0.0,0.0
4AHD2_b,18.888953,0.0
4AHD2_f,18.888953,0.0
4AHD_b,18.888953,0.0
4AHD_f,18.888953,0.0
4HBZt_b,2.91781,0.0
4HBZt_f,2.91781,0.0
4HPHAC3MO_b,6.111831,0.0
4HPHAC3MO_f,6.111831,0.0
4HTHRS,0.0,0.0
5CM2HMSDH_b,5.068308,0.0
5CM2HMSDH_f,5.068308,0.0
5MPCAs,0.0,0.0
5MTAti,-0.0,0.0
A5PISO_b,139.381542,0.0
A5PISO_f,139.40732,0.025778
ABTA,0.0,0.0
ABTNabc,0.0,0.0
ABUTD_46,0.0,0.0
ABUTD_47,0.0,0.0
ACAC,0.0,0.0
ACACT1,32.345921,0.0
ACACT10rr_b,25.886401,0.0
ACACT10rr_f,25.886401,0.0
ACACT1r_b,32.345921,0.0
ACACT1r_f,32.345921,0.0
ACCOACr_b,204.808682,0.0
ACCOACr_f,207.756557,2.947875
ACGK,0.817906,0.495656
