,maximum,minimum
2hxmp_dem,550.866704,0.0
4abz_exch,-0.0,0.0
4abz_symport_trans,-0.0,0.0
5mthf_dem,0.0,0.0
ACP_sink,-4.2e-05,-4.2e-05
ATPM,7.0,7.0
CO2_exch,-953.872781,-1000.0
CO2_trans,-953.872781,-1000.0
Fe2_ABC_trans,-0.0,0.0
Fe2_exch,0.0,0.0
H2CO3_ABC_trans,-0.0,0.0
H2CO3_exch,0.0,0.0
H2O_exch,4.532167,-1000.0
H2O_trans,4.532167,-1000.0
H_exch,0.0,0.0
K01215,0.0,0.0
Mg2_ABC_trans,0.00022,0.00022
Mg2_exch,0.00022,0.00022
Mn2_ABC_trans,0.0,0.0
Mn2_exch,0.0,0.0
Mn2_symport_trans,0.0,-0.0
NADP_ABC_trans,57.469718,57.469718
NADP_exch,57.469718,57.469718
NAD_ABC_trans,-57.460929,-57.460929
NAD_exch,-57.460929,-57.460929
NH4_exch,14.508484,0.0
NH4_trans,14.508484,0.0
NO2_exch,0.0,0.0
NO2_symport_trans,0.0,0.0
NO3_ABC_trans,-0.0,0.0
NO3_exch,0.0,0.0
Na_dem,14.508484,0.0
Na_exch,14.508484,0.0
O2_exch,736.868572,-172.337533
O2_trans,736.868572,-172.337533
O2s_exch,416.73932,0.0
O2s_trans,416.73932,0.0
R00004,54.691836,54.691836
R00028,-0.0,0.0
R00086,11.144186,11.144186
R00093,0.0,0.0
R00104,0.0,0.0
R00114,0.0,0.0
R00115,416.73932,0.0
R00118,57.465324,57.465324
R00127,10.442638,10.442638
R00130,0.004437,0.004437
R00150,-0.0,0.0
R00158,31.422494,31.422494
R00161,0.00022,0.00022
R00174,0.00022,0.00022
R00177,0.00022,0.00022
R00183,0.0,0.0
R00188,4.2e-05,4.2e-05
R00189,0.0,0.0
R00190,0.0,0.0
R00194,0.0,0.0
R00200,845.396101,248.898975
R00209,0.0,0.0
R00212,0.17579,0.17579
R00217,0.0,0.0
R00226,491.142853,478.472076
R00228,27.159582,27.159582
R00230,0.0,0.0
R00238,0.048342,0.048342
R00239,0.0,0.0
R00248,50.19389,31.554337
R00253,0.0,0.0
R00258,987.502718,-1000.0
R00259,8.218711,8.218711
R00260,3.208171,3.208171
R00267,1.605046,1.605046
R00274,416.73932,0.0
R00275,208.36966,0.0
R00289,19.496449,19.496449
R00291,272.598736,-2.834617
R00299,275.433352,0.0
R00315,0.0,0.0
R00317,0.0,0.0
R00332,1.51619,1.51619
R00341,0.0,0.0
R00345,5.344461,0.0
R00348,5.344461,0.0
R00351,0.0,0.0
R00355,5.344461,-0.0
R00362,-0.0,0.0
R00401,9.888197,9.888197
R00405,0.0,0.0
R00416,13.228211,13.228211
R00420,0.373554,0.373554
R00424,0.0,0.0
R00429,-0.0,0.0
R00430,139.648156,110.401066
R00451,0.0,0.0
R00480,0.0,0.0
R00485,5.344461,0.0
R00491,0.0,0.0
R00497,0.0,0.0
R00509,-0.0,0.0
R00511,0.0,0.0
R00512,1.058211,1.058211
R00513,1.032767,0.0
R00516,1.032767,0.0
R00517,1.032767,0.0
R00529,-0.0,0.0
R00549,0.000439,0.000439
R00572,1.058211,1.058211
R00573,0.0,0.0
R00575,0.0,0.0
R00582,6.702001,0.0
R00586,0.0,0.0
R00615,0.0,0.0
R00619,0.00022,0.00022
R00650,0.0,0.0
R00658,1000.0,993.297999
R00659,63.883469,34.636378
