,maximum,minimum
23DHMPO,1000.0,-1000.0
26DAPLLATi,0.0,0.0
2AHBUTI,1000.0,-1000.0
2DHPL,0.0,0.0
2DMMQ8abc,0.003709,0.003709
2HBO,0.0,0.0
2HMCOXT,0.0,0.0
2MBCOATA,0.038844,0.038844
2OBUTt2r,1.0,1.0
34DHOXPEGOX,0.0,0.0
3HAD10M12,0.038844,0.038844
3HAD11M12,0.038844,0.038844
3HAD12M14,0.038844,0.038844
3HAD13M14,0.038844,0.038844
3HAD14M16,0.038844,0.038844
3HAD15M16,0.038844,0.038844
3HAD4M6,0.038844,0.038844
3HAD5M6,0.038844,0.038844
3HAD6M8,0.038844,0.038844
3HAD7M8,0.038844,0.038844
3HAD8M10,0.038844,0.038844
3HAD9M10,0.038844,0.038844
3HLYTCL,0.0,0.0
3MOBS,-0.051168,-0.051168
3MOPt2r,1.0,1.0
3OAR100,0.0,0.0
3OAR10M11,0.0,0.0
3OAR10M12,0.038844,0.038844
3OAR11M12,0.038844,0.038844
3OAR120,0.0,0.0
3OAR12M13,0.0,0.0
3OAR12M14,0.038844,0.038844
3OAR13M14,0.038844,0.038844
3OAR140,0.0,0.0
3OAR14M15,0.0,0.0
3OAR14M16,0.038844,0.038844
3OAR15M16,0.038844,0.038844
3OAR160,0.0,0.0
3OAR180,0.0,0.0
3OAR40,0.0,0.0
3OAR4M5,0.0,0.0
3OAR4M6,0.038844,0.038844
3OAR5M6,0.038844,0.038844
3OAR60,0.0,0.0
3OAR6M7,0.0,0.0
3OAR6M8,0.038844,0.038844
3OAR7M8,0.038844,0.038844
3OAR80,0.0,0.0
3OAR8M10,0.038844,0.038844
3OAR8M9,0.0,0.0
3OAR9M10,0.038844,0.038844
3OAS100,0.0,0.0
3OAS10M11,0.0,0.0
3OAS10M12,0.038844,0.038844
3OAS11M12,0.038844,0.038844
3OAS120,0.0,0.0
3OAS12M13,0.0,0.0
3OAS12M14,0.038844,0.038844
3OAS13M14,0.038844,0.038844
3OAS140,0.0,0.0
3OAS160,0.0,0.0
3OAS180,0.0,0.0
3OAS2M3,0.0,0.0
3OAS3M4,0.038844,0.038844
3OAS4M3O6,0.038844,0.038844
3OAS4M5,0.0,0.0
3OAS4M6,0.038844,0.038844
3OAS5M6,0.038844,0.038844
3OAS60,0.0,0.0
3OAS6M7,0.0,0.0
3OAS6M8,0.038844,0.038844
3OAS7M8,0.038844,0.038844
3OAS80,0.0,0.0
3OAS8M10,0.038844,0.038844
3OAS8M9,0.0,0.0
3OAS9M10,0.038844,0.038844
4HTHRS,0.0,0.0
5AIZCDC,1.872292,0.0
5HLTDL,0.0,0.0
5HXKYNDCL,0.0,0.0
5MTHCYST,0.0,-0.624097
6PGALSZ,1000.0,-999.925507
6PGALSZ2i,1000.0,-999.925507
AACPS6,0.0,0.0
AACPS7,0.0,0.0
ABTOXy,0.0,0.0
ABUTD,0.0,0.0
ACACT1r,0.009281,0.0
ACACT2r,0.0,0.0
