,maximum,minimum
12DAG3Ps_PA,0.214406,0.214406
13DAMPPOX,0.0,0.0
1HPHEs,0.0,0.0
1PYRRD,0.0,0.0
24DAB4AT,0.0,0.0
25DOPs,0.0,0.0
2AEPPNAT,0.0,0.0
2DGLCNDH,0.0,0.0
2DGLCNRy2i,10.0,10.0
2DHGLCNti,10.0,10.0
2HDDACPs,0.008054,0.0
2HMYRSACPs,0.0,0.0
2MBDT,0.0,0.0
2NPDO,0.0,0.0
3ABUTabc,0.0,-0.0
3AMPADH,0.0,0.0
3DMUBQ9MT,0.0,0.0
3H3H,0.0,0.0
3HBUTDH,0.0,0.0
3MBT,0.0,0.0
3OCHLA,0.0,0.0
3OXACOA,0.0,0.0
4ABUTNC,0.0,0.0
4AHD,0.0,0.0
4AHD2,0.0,0.0
4HBZt,0.0,-0.0
4HPHAC3MO,0.0,0.0
4HTHRS,0.0,0.0
5CM2HMSDH,0.0,0.0
5MPCAs,0.0,0.0
5MTAti,0.0,0.0
A5PISO,0.016109,0.016109
ABTA,0.0,0.0
ABTNabc,0.0,0.0
ABUTD,0.0,0.0
ACAC,0.0,0.0
ACACT1,1000.0,0.0
ACACT10rr,0.0,0.0
ACACT1r,0.0,-1000.0
ACCOACr,1.842145,1.842145
ACGK,0.511115,0.309738
ACGS,0.0,0.0
ACHBS,0.264667,0.264667
ACKr,0.197294,0.016109
ACLS,0.795973,0.795973
ACMAT1,0.0,0.0
ACOAD1,0.0,0.0
ACOAD10,0.0,-0.0
ACOAD20,0.0,0.0
ACOAD8,0.0,0.0
ACODA,0.0,0.0
ACONT,6.380316,6.380316
ACOTA,-0.309738,-0.511115
ACPS1,0.0,0.0
ACS,0.0,0.0
ACt6,0.0,-0.0
ADA,0.0,0.0
ADCL,0.047947,0.047947
ADCOBASr,0.0,0.0
ADCOBHEXS,0.0,0.0
ADCS,0.047947,0.047947
ADD,0.006712,0.0
ADICs,0.0,0.0
ADK1,1000.0,-997.075
ADK3,999.25622,-997.81878
ADK4,0.0,0.0
ADMDC,0.006712,0.006712
ADNCYC,0.0,0.0
ADNK1,0.0,0.0
ADPT,0.006712,0.0
ADSK,0.223486,0.223486
ADSL1r,0.284347,0.277635
ADSL2r,0.458346,0.458346
ADSS_i,0.284347,0.277635
AGDC,0.0,0.0
AGMHE,0.016109,0.016109
AGMT,0.0,0.0
AGMTNDMN,0.040274,0.040274
AGPR,-0.309738,-0.511115
AHAI,0.795973,0.795973
AHC,0.0,-0.0
AHMMPS,0.0,0.0
AHSERL,0.0,0.0
AICART,0.54465,0.54465
AIRC1,0.0,0.0
AIRC3,0.0,0.0
AIRCr,0.458346,0.458346
AKGD,5.31531,2.531429
AKGt2,1000.0,0.0
AKGt6,0.0,-1000.0
AKP1,0.047947,0.047947
ALAALA,0.026466,0.026466
ALAR,0.052933,-999.947067
ALARi,1000.0,0.0
ALATA_G2,0.0,0.0
ALATA_L,-0.555416,-0.555416
ALATA_L2,0.0,0.0
ALATRS,0.0,0.0
ALA_Dt6,0.0,-0.0
ALAabc,0.0,0.0
ALAt7,0.0,-0.0
ALCD19,0.0,0.0
ALCDUBQ8,0.0,-0.0
ALDD1x,0.0,0.0
ALDD2x,0.0,0.0
ALGD,0.0,0.0
ALGE,0.0,0.0
ALGLi,0.0,0.0
ALGNA,0.0,0.0
ALGNE,0.0,0.0
ALLTAH,0.0,-0.0
ALLTN,0.0,-0.0
ALLTNt6,0.0,-0.0
AMAA,0.0,0.0
AMAOT,0.0,0.0
AMMQT8_2,0.0,-0.0
AMPN,0.0,0.0
ANO2i,0.0,0.0
ANPRT,0.051782,0.051782
ANS1,0.051782,0.051782
AOXS,0.0,0.0
AP4AHr,0.0,0.0
APRAUR,4.7e-05,4.7e-05
ARGAGMt,0.0,0.0
ARGDC,0.040274,0.040274
ARGDE,-0.073836,-0.080548
ARGN,0.0,0.0
ARGORNt3,0.0,0.0
ARGSL,0.235902,0.22919
ARGSS,0.235902,0.22919
ARGTRS,0.0,0.0
ARGabc,0.0,0.0
ARSNR,0.0,0.0
ASAD,-0.974855,-0.974855
ASCt2,0.0,0.0
ASNN,0.0,0.0
ASNS1,0.219593,0.219593
ASNabc,0.0,-0.0
ASP1DC,5.5e-05,5.4e-05
ASPCT,0.302161,0.302161
ASPK,0.974855,0.974855
ASPO6,0.0,0.0
ASPO8,0.002616,0.002616
ASPT,993.719521,0.0
ASPTA1,-2.684045,-996.403565
ASPTRS,0.0,0.0
ASPabc,0.0,0.0
ASPt6,0.0,-0.0
ATPM,0.0,0.0
ATPPRT,0.086304,0.086304
ATPS4r,53.419422,53.419422
BADH,0.0,0.0
BALAAT,0.0,-0.0
BENA,0.0,0.0
BENZ,0.0,0.0
BLACT,0.0,0.0
BPNT,0.223486,0.223486
BTDD__RR,0.0,0.0
BTDt6__RR,0.0,0.0
BTMAT1,0.262732,0.262732
BTNC,0.0,0.0
BTNL1,0.0,0.0
BTSr,0.0,0.0
BUTSabc,0.0,0.0
C4HLA,0.0,0.0
CAT,0.0,-0.0
CATA,0.0,0.0
CATB,0.0,0.0
CATC,0.0,0.0
CBIAT,0.0,0.0
CBMK2,0.619954,0.619953
CBMLPTAH,0.040274,0.040274
CBPS,0.0,0.0
CD2t,0.0,0.0
CDGPTr_PA,0.023526,0.023526
CDPDSPr_PA,0.078647,0.078647
CDPMEK,0.0,0.0
CHLabc,0.0,0.0
CHLt2,0.0,0.0
CHOLD2,0.0,0.0
CHORM,0.294394,0.294394
CHORS,0.394123,0.394123
CHRPL,0.0,0.0
CITt10,1000.0,0.0
CITt6,-0.0,-1000.0
CLPNS2_PA,0.0,0.0
CLPNS_PA,0.00503,0.00503
CO2t,-21.10194,-21.10194
COBALTt,0.0,0.0
COBALTt5,1000.0,-0.0
COBALTt5i,1000.0,0.0
CPPPGO,1e-06,1e-06
CPPPGOAN,0.0,0.0
CRNabc,0.0,0.0
CS,6.380316,6.380316
CSND,0.0,-0.0
CSNt2,0.0,-0.0
CTPS2,0.145183,0.145183
CVXCXPPM,0.0,0.0
CYCPO,0.0,0.0
CYNTAH,0.0,0.0
CYOO3_2,39.096291,39.096291
CYRUBQ8,39.096291,39.096291
CYSS,0.0,0.0
CYSTGL,0.264667,0.083482
CYSTLr,-0.083482,-0.083482
CYSTRS,0.0,0.0
CYSTS,0.0,0.0
CYSTabc,0.0,0.0
CYSabc,0.0,0.0
CYTBO3,0.0,0.0
CYTK1,0.123366,0.123366
CYTK2,0.0,0.0
Cut1,0.0,0.0
DAAD,0.0,0.0
DADA,0.0,0.0
DADK,0.0,0.0
DAD__5t,0.0,0.0
DAGK,0.0,0.0
DAHPS,0.394123,0.394123
DAMOX_ALA,0.0,0.0
DAMVALs,0.0,0.0
DAPDC,0.312614,0.312614
DAPE,0.33908,0.33908
DBTSr,0.0,0.0
DCTPD,0.0,0.0
DDMAT5,0.230515,0.230515
DEMAT4,0.246624,0.246624
DGK1,0.0,0.0
DGTPH,0.0,0.0
DHAD1,0.795973,0.795973
DHAD3,0.264667,0.264667
DHBSr,0.0,0.0
DHDPRy,0.33908,0.33908
DHDPS,0.33908,0.33908
DHFRi,0.071632,0.071632
DHFS,0.047947,0.047947
DHGLCNKi,10.0,10.0
DHHAs,0.0,0.0
DHNPA,0.047947,0.047947
DHORD2,0.302161,0.302161
DHORTS,-0.302161,-0.302161
DHPPDA2,4.7e-05,4.7e-05
DHPS3,0.047947,0.047947
DHQD1,0.394123,0.394123
DHQS,0.394123,0.394123
DIAOX,0.0,0.0
DIHYP,0.0,0.0
DKMD2K,0.006712,0.006712
DKMD3M,0.0,0.0
DMATT,0.0,0.0
DMOCT,0.016109,0.016109
DMQMT,0.0,0.0
DM_26dap__M_c,0.0,0.0
DM_3pg_c,0.0,0.0
DM_4mhetz_c,0.0,0.0
DM_5mthf_c,0.0,0.0
DM_EC_PREGRO,0.0,0.0
DM_PA_core_lipidA_c,0.0,0.0
DM_aacoa_c,0.0,0.0
DM_accoa_c,0.0,0.0
DM_adp_c,0.0,0.0
DM_akg_c,0.0,0.0
DM_ala__L_c,0.0,0.0
DM_algna_c,0.0,0.0
DM_amp_c,0.0,0.0
DM_arg__L_c,0.0,0.0
DM_asn__L_c,0.0,0.0
DM_asp__L_c,0.0,0.0
DM_atp,0.0,0.0
DM_btn_c,0.0,0.0
DM_cdlp_PA_c,0.0,0.0
DM_cdlp_c,0.0,0.0
DM_cmp_c,0.0,0.0
DM_co2_c,0.0,0.0
DM_coa_c,0.0,0.0
DM_ctp_c,0.0,0.0
DM_cys__L_c,0.0,0.0
DM_damp_c,0.0,0.0
DM_datp_c,0.0,0.0
DM_dcmp_c,0.0,0.0
DM_dctp_c,0.0,0.0
DM_dgmp_c,0.0,0.0
DM_dgtp_c,0.0,0.0
DM_dhap_c,0.0,0.0
DM_dtmp_c,0.0,0.0
DM_dttp_c,0.0,0.0
DM_e4p_c,0.0,0.0
DM_f6p_c,0.0,0.0
DM_fa13_c,0.0,0.0
DM_fa8_c,0.0,0.0
DM_fad_c,0.0,0.0
DM_g3p_c,0.0,0.0
DM_g6p_c,0.0,0.0
DM_gcald_c,0.0,0.0
DM_glc__D_c,0.0,0.0
DM_gln__L_c,0.0,0.0
DM_glu__L_c,0.0,0.0
DM_gly_c,0.0,0.0
DM_glyc_c,0.0,0.0
DM_glycogen_c,0.0,0.0
DM_gmp_c,0.0,0.0
DM_gtp_c,0.0,0.0
DM_h2o_c,0.0,0.0
DM_hc,0.0,0.0
DM_hemeO_c,0.0,0.0
DM_his__L_c,0.0,0.0
DM_ile__L_c,0.0,0.0
DM_k_c,0.0,0.0
DM_lac__L_c,0.0,0.0
DM_leu__L_c,0.0,0.0
DM_llrhh_c,0.0,0.0
DM_lys__L_c,0.0,0.0
DM_malcoa_c,0.0,0.0
