,maximum,minimum
12DGR180ti,3.650279,3.650279
1H2NPTH,0.0,0.0
1P4H2CBXLAH,0.0,0.0
23DHMPO,1000.0,-1000.0
23PDE2,0.0,0.0
23PDE4,0.0,0.0
23PDE7,0.0,0.0
23PDE9,0.0,0.0
26DAPt2r,0.158584,0.158584
2AHBUTI,1000.0,-1000.0
2DHPL,0.0,0.0
2HBO,0.0,0.0
2HMCOXT,0.0,0.0
2MBCOATA,7.300558,7.300558
2MEBCOADH,37.809112,-9.391983
34DHOXPEGOX,0.0,0.0
3CARLPDH,0.0,-0.0
3HAD10M12,7.300558,7.300558
3HAD11M12,7.300558,7.300558
3HAD12M14,7.300558,7.300558
3HAD13M14,7.300558,7.300558
3HAD14M16,7.300558,7.300558
3HAD15M16,7.300558,7.300558
3HAD4M6,7.300558,7.300558
3HAD5M6,7.300558,7.300558
3HAD6M8,7.300558,7.300558
3HAD7M8,7.300558,7.300558
3HAD8M10,7.300558,7.300558
3HAD9M10,7.300558,7.300558
3MEBCOADH,9.391983,-37.809112
3MOBDC2,0.0,0.0
3MOBS,0.0,-0.0
3MOPDC2,47.201095,0.0
3MOPt2r,1000.0,1000.0
3OAR100,0.0,0.0
3OAR10M11,0.0,0.0
3OAR10M12,7.300558,7.300558
3OAR11M12,7.300558,7.300558
3OAR120,0.0,0.0
3OAR12M13,0.0,0.0
3OAR12M14,7.300558,7.300558
3OAR13M14,7.300558,7.300558
3OAR140,0.0,0.0
3OAR14M15,0.0,0.0
3OAR14M16,7.300558,7.300558
3OAR15M16,7.300558,7.300558
3OAR160,0.0,0.0
3OAR180,0.0,0.0
3OAR40,0.0,0.0
3OAR4M5,0.0,0.0
3OAR4M6,7.300558,7.300558
3OAR5M6,7.300558,7.300558
3OAR60,0.0,0.0
3OAR6M7,0.0,0.0
3OAR6M8,7.300558,7.300558
3OAR7M8,7.300558,7.300558
3OAR80,0.0,0.0
3OAR8M10,7.300558,7.300558
3OAR8M9,0.0,0.0
3OAR9M10,7.300558,7.300558
3OAS100,0.0,0.0
3OAS10M11,0.0,0.0
3OAS10M12,7.300558,7.300558
3OAS11M12,7.300558,7.300558
3OAS120,0.0,0.0
3OAS121,0.0,0.0
3OAS12M13,0.0,0.0
3OAS12M14,7.300558,7.300558
3OAS13M14,7.300558,7.300558
3OAS140,0.0,0.0
3OAS141,0.0,0.0
3OAS160,0.0,0.0
3OAS161,0.0,0.0
3OAS180,0.0,0.0
3OAS181,0.0,0.0
3OAS2M3,0.0,0.0
3OAS3M4,7.300558,7.300558
3OAS4M3O6,7.300558,7.300558
3OAS4M5,0.0,0.0
3OAS4M6,7.300558,7.300558
3OAS5M6,7.300558,7.300558
3OAS60,0.0,0.0
3OAS6M7,0.0,0.0
3OAS6M8,7.300558,7.300558
3OAS7M8,7.300558,7.300558
3OAS80,0.0,0.0
3OAS8M10,7.300558,7.300558
3OAS8M9,0.0,0.0
3OAS9M10,7.300558,7.300558
4ABZt2,2.091424,2.091424
4HBZt2,0.697141,0.697141
4HTHRS,0.0,0.0
4MOPDC2,0.0,0.0
4NTPPH2,0.0,0.0
5AIZCDC,0.0,-0.0
5GLUP5T1,0.0,0.0
5GLUP5T2,0.0,0.0
5MTHCYST,0.0,-0.0
6P3HXI,0.0,0.0
6PGALSZ,0.0,-1000.0
6PGALSZ2i,1000.0,0.0
6PHBG,0.0,0.0
6PHBG2,0.0,0.0
AACGLYDH,0.0,0.0
AACOAT,0.0,0.0
AACPS7,0.0,0.0
AB6PGH,0.0,0.0
AB6PGH2,0.0,0.0
ABTOXy,0.0,0.0
ABUTD,1000.0,0.0
ABUTR,0.0,-1000.0
ACACT1r,18.475815,18.475815
ACACT2r,0.0,0.0
ACACT3r,0.0,0.0
ACACT4r,0.0,0.0
ACACT5r,0.0,0.0
ACACT6r,0.0,0.0
ACACT7r,-0.0,-0.0
ACALD,627.292974,-367.966951
ACALDt,1000.0,121.701686
ACBIPGT,0.697141,0.697141
ACCOAC,0.0,0.0
ACCOACL,0.0,0.0
ACCOAL,0.0,0.0
ACCOALYS2,0.0,0.0
ACEDIPIT,0.0,0.0
ACGAMPM,0.0,-492.108632
ACGAMT,0.475751,0.475751
ACGApts,0.0,0.0
ACGK,0.0,0.0
ACGS,492.108632,0.0
ACHBPL,0.0,0.0
ACKr,-1000.0,-1000.0
ACLDC,0.0,0.0
ACLS_a,0.0,0.0
ACLS_b,-0.0,-0.0
ACNAMabc,17.444209,17.444209
ACNML,17.444209,17.444209
ACOAAGPAT140,0.0,0.0
ACOAAGPAT160,-0.0,0.0
ACOAAGPAT180,0.0,0.0
ACOAAGPATAI15,0.0,0.0
ACOAAGPATAI17,3.650279,3.650279
ACOAAGPATI14,0.0,0.0
ACOAAGPATI15,0.0,0.0
ACOAAGPATI16,-0.0,0.0
ACOAAGPATI17,3.650279,3.650279
ACOAD1,0.0,0.0
ACOAD2,0.0,0.0
ACOAD20,1.045712,1.045712
ACOAD3rev,0.0,0.0
ACOAD4rev,0.0,0.0
ACOAD5rev,0.0,0.0
ACOAD6rev,0.0,0.0
ACOAD7i,-0.0,-0.0
ACOATA,0.0,0.0
ACOCT,0.0,0.0
ACODAr,492.108632,0.0
ACONT,1000.0,-1000.0
ACONTa,1000.0,-1000.0
ACONTb,1000.0,-1000.0
ACOTA,0.0,-0.0
ACPS1,0.697141,0.697141
ACS,0.0,0.0
ACTD,0.0,0.0
ACTNDH,1000.0,560.850843
ACTNdiff,1000.0,560.850843
ACYP,0.0,-0.0
ACYP_2,492.108632,0.0
ACt2r,-1000.0,-1000.0
ADAD,-999.228497,-1000.0
ADCL,0.0,0.0
ADCS,0.0,0.0
ADK1,1000.0,-1000.0
ADK10,998.411441,-1000.0
ADK11,1000.0,-1000.0
ADK2,0.697141,0.697141
