,maximum,minimum
A5PISO,0.862556,0.862556
ACCABCD,17.165079,17.165079
ACEEF,0.0,0.0
ACKA,17.041307,16.960442
ACPS,0.215639,0.215639
ACTR,-10.0,-10.0
ADCSASE,-0.215639,-0.215639
ADHC1,3.283345,3.121615
ADHC2,0.215639,0.215639
ADK1,4.959697,4.959697
ADK2,0.0,-0.0
AKGTR,-7.204978,-7.690165
ALAB,0.862556,0.862556
ALATR,-0.0,0.0
ALR,0.431278,0.431278
ANSB,0.0,0.0
APT,1.509473,1.509473
ARAD,0.0,0.0
ARCB,0.0,-0.0
ARCC,0.0,0.0
ARGG,0.0,0.0
ARGH,0.0,0.0
ARGTR,0.215639,0.215639
AROA,0.646917,0.646917
AROB,0.646917,0.646917
AROC,0.646917,0.646917
AROD,0.646917,0.646917
AROE,0.646917,0.646917
AROG,0.646917,0.646917
AROK,0.646917,0.646917
ASD,0.215639,0.215639
ASNA,0.215639,0.215639
ASPA,0.0,0.0
ASPC1,0.0,0.0
ASPC2,6.450241,6.288512
ASPTR1,994.358405,0.0
ASPTR2,-5.641595,-1000.0
ATOAD1,-8.254276,-8.335141
ATOAD2,0.0,0.0
ATOB,-8.254276,-8.335141
ATOE1,-8.254276,-8.335141
ATOE2,0.0,0.0
ATOE3,0.0,0.0
ATPA,31.837255,31.75639
BCAATR1,0.215639,0.215639
BCAATR2,0.215639,0.215639
BCAATR3,0.215639,0.215639
BIOA,0.0,0.0
BIOB,0.0,0.0
BIOD,0.0,0.0
BIOF,0.0,0.0
BIOMASS,0.215639,0.215639
BISPHDS,0.215639,0.215639
C120SN,0.215639,0.215639
C120TR,0.0,0.0
C140SN,1.100837,1.100837
C140TR,0.0,0.0
C141SY,0.065986,0.065986
C141TR,0.0,0.0
C160SN,0.463839,0.463839
C160TR,0.0,0.0
C161SY,0.091862,0.091862
C161TR,0.0,0.0
C181SY,0.649505,0.649505
C181TR,0.0,0.0
CDD1,0.0,0.0
CDD2,0.0,0.0
CDSA,1.078195,1.078195
CITEF,0.0,0.0
CITRTR,0.0,0.0
CMKA1,1000.0,-1000.0
CMKA2,1000.0,-998.059249
CMKA3,1000.0,-1000.0
CMKB1,1000.0,-1000.0
CMKB2,1000.0,-998.059249
CMKB3,1000.0,-1000.0
CO2TR,-10.0,-10.0
COAA,0.431278,0.431278
CYDA,20.0,20.0
CYSE,0.0,0.0
CYSK,0.0,0.0
CYSTR,0.646917,0.646917
CYSZ,0.0,0.0
DALATR,-0.0,0.0
DAPA,0.215639,0.215639
DAPB,0.215639,0.215639
DAPC,0.215639,0.215639
DAPD,0.215639,0.215639
DAPE,0.215639,0.215639
DAPF,0.215639,0.215639
DCD,0.0,0.0
DDLB,0.215639,0.215639
DEOC,0.0,0.0
DEOD1,0.0,0.0
DEOD2,-0.0,-0.0
DEOD3,-0.0,0.0
DEOD4,1.509473,0.862556
DEOD5,-1.509473,-1.509473
DEOD6,0.0,0.0
DEOD7,0.0,0.0
DEOD8,0.0,0.0
DGKA,0.431278,0.431278
DHPPH,0.215639,0.215639
DLD1,990.0,-1000.0
DLD2,30.185808,0.0
DNTPH,0.215639,0.215639
DPEPTR,0.0,0.0
DPHCOAK,0.431278,0.431278
DSERTR,0.0,0.0
DUT,0.0,0.0
EDA,0.0,0.0
ENO,98.646762,98.485033
ETHAPHT,0.431278,0.431278
ETHTR,0.0,0.0
EX_ACTOACxt,-8.254276,-8.335141
EX_ACxt,-10.0,-10.0
EX_ADNxt,1.293834,1.293834
EX_AKGxt,-7.204978,-7.690165
EX_ALAxt,0.0,0.0
EX_AMPxt,0.0,-10.0
EX_ARGxt,0.215639,0.215639
EX_ASPxt,-5.641595,-5.803324
EX_BUTNOLxt,0.0,0.0
EX_BUTRATxt,0.0,0.0
EX_C120xt,0.0,0.0
EX_C140xt,0.0,0.0
EX_C141xt,0.0,0.0
EX_C160xt,0.0,0.0
EX_C161xt,0.0,0.0
EX_C181xt,0.0,0.0
EX_CITRxt,-0.0,0.0
EX_CO2xt,-10.0,-10.0
EX_CYSxt,0.646917,0.646917
EX_CYTDxt,-0.0,0.0
EX_DALAxt,0.0,0.0
EX_DAxt,-0.0,0.0
EX_DCxt,-0.0,-0.0
EX_DIPEPxt,0.0,0.0
EX_DSERxt,0.0,0.0
EX_DTxt,0.215639,0.215639
EX_DUxt,-0.0,0.0
EX_ETHxt,0.0,0.0
EX_FORxt,-10.0,-10.0
EX_FRUxt,10.0,10.0
EX_FUCxt,3.283345,3.121615
EX_FUMxt,-10.0,-10.0
EX_GL3Pxt,10.0,10.0
EX_GLACxt,10.0,10.0
EX_GLCNxt,0.0,0.0
EX_GLCxt,10.0,10.0
EX_GLNxt,0.646917,0.0
EX_GLUxt,8.983999,7.851895
EX_GLYxt,0.0,0.0
EX_GLxt,10.0,10.0
EX_GNxt,0.862556,0.862556
EX_H2Sxt,-0.0,0.0
EX_HEMINxt,0.0,0.0
EX_HISxt,0.215639,0.215639
EX_HYXNxt,1.509473,0.862556
EX_ILExt,0.215639,0.215639
EX_INSxt,-0.862556,-1.509473
EX_Kxt,0.0,0.0
EX_LACxt,-10.0,-10.0
EX_LEUxt,0.215639,0.215639
EX_LYSxt,0.215639,0.215639
EX_MALxt,-10.0,-10.0
EX_METxt,0.215639,0.215639
EX_NADxt,10.0,0.0
EX_NAxt,0.0,0.0
EX_NH3xt,-10.0,-10.0
EX_NMNxt,0.431278,-9.568722
EX_NO3xt,10.0,10.0
EX_O2xt,10.0,10.0
EX_OPEPxt,0.0,0.0
EX_ORNxt,0.0,0.0
EX_PEPTxt,0.0,0.0
EX_PHExt,0.215639,0.215639
EX_PIxt,9.272476,9.272476
EX_PNTOxt,0.431278,0.431278
EX_PROxt,0.215639,0.215639
EX_PTRCxt,0.215639,0.215639
EX_RGTxt,0.0,0.0
EX_RIBxt,10.0,10.0
EX_SERxt,1.401653,1.401653
EX_SLAxt,0.862556,0.862556
EX_SLFxt,0.0,0.0
EX_SPMDxt,0.215639,0.215639
EX_SUCCxt,-10.0,-10.0
EX_THIAMINxt,0.215639,0.215639
EX_THRxt,0.215639,0.215639
EX_TRPxt,0.215639,0.215639
EX_TYRxt,0.215639,0.215639
EX_URAxt,0.646917,0.0
EX_UREAxt,-0.0,0.0
EX_URIxt,0.646917,0.0
EX_VALxt,0.215639,0.215639
EX_XANxt,-0.0,0.0
EX_XYLxt,10.0,10.0
FABB,0.0,0.0
FABD,17.165079,17.165079
FABH,2.587668,2.587668
FADD1,0.0,0.0
FADD2,0.0,0.0
FADD3,0.0,0.0
FADD4,0.0,0.0
FADD5,0.0,0.0
FADD6,0.0,0.0
FBA,39.164313,39.164313
FBP,0.0,0.0
FDHF1,36.854306,0.0
FDHF2,0.0,0.0
FDXG,36.854306,0.0
FMT,0.0,0.0
FOLA,0.215639,0.215639
FOLB,0.215639,0.215639
FOLC,0.215639,0.215639
FOLD1,0.0,0.0
FOLD2,0.0,0.0
FOLE,0.215639,0.215639
FOLK,0.215639,0.215639
FOLP,0.215639,0.215639
FORTR,-10.0,-10.0
FRD1,10.0,10.0
FRD2,10.0,10.0
FRUK,10.0,10.0
FRUTR,10.0,10.0
FUCA,3.283345,3.121615
FUCI,3.283345,3.121615
FUCK,3.283345,3.121615
FUCTR,3.283345,3.121615
FUMC,-20.0,-20.0
